lead_length_um,physical_mode,terminal_label,frequency_ghz,zpi_real_ohm,zpi_imag_ohm
400,seam:1,o1,3.0,61.61700173213708,0.0
400,seam:1,o1,3.0002500125006253,61.61699442668138,0.0
400,seam:1,o1,3.00050002500125,61.616987120621644,0.0
400,seam:1,o1,3.000750037501875,61.616979813957876,0.0
400,seam:1,o1,3.0010000500025003,61.61697250669007,0.0
400,seam:1,o1,3.001250062503125,61.61696519881824,0.0
400,seam:1,o1,3.0015000750037504,61.616957890342384,0.0
400,seam:1,o1,3.0017500875043748,61.61695058126251,0.0
400,seam:1,o1,3.002000100005,61.61694327157859,0.0
400,seam:1,o1,3.0022501125056253,61.61693596129068,0.0
400,seam:1,o1,3.00250012500625,61.61692865039873,0.0
400,seam:1,o1,3.0027501375068755,61.616921338902756,0.0
400,seam:1,o1,3.0030001500075003,61.616914026802775,0.0
400,seam:1,o1,3.003250162508125,61.616906714098775,0.0
400,seam:1,o1,3.0035001750087504,61.61689940079075,0.0
400,seam:1,o1,3.0037501875093757,61.616892086878714,0.0
400,seam:1,o1,3.0040002000100006,61.61688477236267,0.0
400,seam:1,o1,3.0042502125106254,61.616877457242616,0.0
400,seam:1,o1,3.0045002250112507,61.616870141518554,0.0
400,seam:1,o1,3.0047502375118755,61.61686282519048,0.0
400,seam:1,o1,3.005000250012501,61.6168555082584,0.0
400,seam:1,o1,3.005250262513125,61.61684819072231,0.0
400,seam:1,o1,3.0055002750137505,61.616840872582216,0.0
400,seam:1,o1,3.005750287514376,61.61683355383813,0.0
400,seam:1,o1,3.0060003000150006,61.61682623449003,0.0
400,seam:1,o1,3.006250312515626,61.61681891453793,0.0
400,seam:1,o1,3.0065003250162508,61.61681159398184,0.0
400,seam:1,o1,3.0067503375168756,61.61680427282176,0.0
400,seam:1,o1,3.007000350017501,61.61679695105767,0.0
400,seam:1,o1,3.007250362518126,61.6167896286896,0.0
400,seam:1,o1,3.007500375018751,61.616782305717535,0.0
400,seam:1,o1,3.007750387519376,61.616774982141465,0.0
400,seam:1,o1,3.008000400020001,61.616767657961425,0.0
400,seam:1,o1,3.008250412520626,61.61676033317738,0.0
400,seam:1,o1,3.0085004250212513,61.61675300778936,0.0
400,seam:1,o1,3.0087504375218757,61.616745681797354,0.0
400,seam:1,o1,3.009000450022501,61.61673835520136,0.0
400,seam:1,o1,3.0092504625231262,61.61673102800138,0.0
400,seam:1,o1,3.009500475023751,61.616723700197426,0.0
400,seam:1,o1,3.0097504875243764,61.616716371789494,0.0
400,seam:1,o1,3.010000500025001,61.61670904277757,0.0
400,seam:1,o1,3.010250512525626,61.61670171316169,0.0
