lead_length_um,physical_mode,terminal_label,frequency_ghz,zpi_real_ohm,zpi_imag_ohm
150,seam:1,o1,3.0,81.64550221148971,0.0
150,seam:1,o1,3.0002500125006253,81.64550681465565,0.0
150,seam:1,o1,3.00050002500125,81.64551141821342,0.0
150,seam:1,o1,3.000750037501875,81.64551602216302,0.0
150,seam:1,o1,3.0010000500025003,81.64552062650446,0.0
150,seam:1,o1,3.001250062503125,81.64552523123776,0.0
150,seam:1,o1,3.0015000750037504,81.64552983636291,0.0
150,seam:1,o1,3.0017500875043748,81.64553444187987,0.0
150,seam:1,o1,3.002000100005,81.6455390477887,0.0
150,seam:1,o1,3.0022501125056253,81.6455436540894,0.0
150,seam:1,o1,3.00250012500625,81.64554826078194,0.0
150,seam:1,o1,3.0027501375068755,81.64555286786631,0.0
150,seam:1,o1,3.0030001500075003,81.64555747534256,0.0
150,seam:1,o1,3.003250162508125,81.64556208321066,0.0
150,seam:1,o1,3.0035001750087504,81.64556669147063,0.0
150,seam:1,o1,3.0037501875093757,81.64557130012244,0.0
150,seam:1,o1,3.0040002000100006,81.64557590916614,0.0
150,seam:1,o1,3.0042502125106254,81.64558051860168,0.0
150,seam:1,o1,3.0045002250112507,81.6455851284291,0.0
150,seam:1,o1,3.0047502375118755,81.64558973864838,0.0
150,seam:1,o1,3.005000250012501,81.64559434925954,0.0
150,seam:1,o1,3.005250262513125,81.64559896026256,0.0
150,seam:1,o1,3.0055002750137505,81.64560357165746,0.0
150,seam:1,o1,3.005750287514376,81.64560818344425,0.0
150,seam:1,o1,3.0060003000150006,81.6456127956229,0.0
150,seam:1,o1,3.006250312515626,81.64561740819344,0.0
150,seam:1,o1,3.0065003250162508,81.64562202115584,0.0
150,seam:1,o1,3.0067503375168756,81.64562663451015,0.0
150,seam:1,o1,3.007000350017501,81.64563124825634,0.0
150,seam:1,o1,3.007250362518126,81.6456358623944,0.0
150,seam:1,o1,3.007500375018751,81.64564047692437,0.0
150,seam:1,o1,3.007750387519376,81.64564509184622,0.0
150,seam:1,o1,3.008000400020001,81.64564970715995,0.0
150,seam:1,o1,3.008250412520626,81.6456543228656,0.0
150,seam:1,o1,3.0085004250212513,81.64565893896312,0.0
150,seam:1,o1,3.0087504375218757,81.64566355545256,0.0
150,seam:1,o1,3.009000450022501,81.64566817233388,0.0
150,seam:1,o1,3.0092504625231262,81.64567278960712,0.0
150,seam:1,o1,3.009500475023751,81.64567740727225,0.0
150,seam:1,o1,3.0097504875243764,81.64568202532928,0.0
150,seam:1,o1,3.010000500025001,81.64568664377822,0.0
150,seam:1,o1,3.010250512525626,81.64569126261908,0.0
150,seam:1,o1,3.0105005250262513,81.64569588185185,0.0
150,seam:1,o1,3.0107505375268766,81.64570050147653,0.0
150,seam:1,o1,3.0110005500275014,81.64570512149311,0.0
150,seam:1,o1,3.0112505625281263,81.64570974190161,0.0
150,seam:1,o1,3.0115005750287516,81.64571436270204,0.0
150,seam:1,o1,3.0117505875293764,81.64571898389438,0.0
150,seam:1,o1,3.0120006000300017,81.64572360547865,0.0
150,seam:1,o1,3.012250612530626,81.64572822745484,0.0
150,seam:1,o1,3.0125006250312514,81.64573284982295,0.0
150,seam:1,o1,3.0127506375318767,81.645737472583,0.0
150,seam:1,o1,3.0130006500325015,81.64574209573495,0.0
150,seam:1,o1,3.013250662533127,81.64574671927885,0.0
150,seam:1,o1,3.0135006750337516,81.64575134321468,0.0
150,seam:1,o1,3.0137506875343765,81.64575596754244,0.0
150,seam:1,o1,3.0140007000350018,81.64576059226215,0.0
150,seam:1,o1,3.014250712535627,81.64576521737378,0.0
150,seam:1,o1,3.014500725036252,81.64576984287734,0.0
150,seam:1,o1,3.0147507375368767,81.64577446877288,0.0
150,seam:1,o1,3.015000750037502,81.64577909506033,0.0
150,seam:1,o1,3.015250762538127,81.64578372173975,0.0
150,seam:1,o1,3.015500775038752,81.6457883488111,0.0
150,seam:1,o1,3.0157507875393765,81.6457929762744,0.0
150,seam:1,o1,3.016000800040002,81.64579760412965,0.0
150,seam:1,o1,3.016250812540627,81.64580223237685,0.0
150,seam:1,o1,3.016500825041252,81.64580686101601,0.0
150,seam:1,o1,3.0167508375418772,81.64581149004711,0.0
150,seam:1,o1,3.017000850042502,81.6458161194702,0.0
150,seam:1,o1,3.017250862543127,81.64582074928522,0.0
150,seam:1,o1,3.017500875043752,81.64582537949222,0.0
150,seam:1,o1,3.0177508875443775,81.64583001009117,0.0
150,seam:1,o1,3.0180009000450023,81.64583464108208,0.0
150,seam:1,o1,3.018250912545627,81.64583927246497,0.0
150,seam:1,o1,3.0185009250462524,81.64584390423983,0.0
150,seam:1,o1,3.0187509375468773,81.64584853640665,0.0
150,seam:1,o1,3.0190009500475026,81.64585316896544,0.0
150,seam:1,o1,3.019250962548127,81.64585780191621,0.0
150,seam:1,o1,3.0195009750487523,81.64586243525895,0.0
150,seam:1,o1,3.0197509875493775,81.64586706899368,0.0
150,seam:1,o1,3.0200010000500024,81.64587170312039,0.0
150,seam:1,o1,3.0202510125506277,81.64587633763907,0.0
150,seam:1,o1,3.0205010250512525,81.64588097254972,0.0
150,seam:1,o1,3.0207510375518773,81.64588560785239,0.0
150,seam:1,o1,3.0210010500525026,81.64589024354703,0.0
150,seam:1,o1,3.021251062553128,81.64589487963364,0.0
150,seam:1,o1,3.0215010750537528,81.64589951611227,0.0
150,seam:1,o1,3.0217510875543776,81.64590415298287,0.0
150,seam:1,o1,3.022001100055003,81.64590879024549,0.0
150,seam:1,o1,3.0222511125556277,81.64591342790007,0.0
150,seam:1,o1,3.022501125056253,81.64591806594666,0.0
150,seam:1,o1,3.0227511375568774,81.64592270438526,0.0
150,seam:1,o1,3.0230011500575027,81.64592734321585,0.0
150,seam:1,o1,3.023251162558128,81.64593198243844,0.0
150,seam:1,o1,3.023501175058753,81.64593662205303,0.0
150,seam:1,o1,3.023751187559378,81.64594126205964,0.0
150,seam:1,o1,3.024001200060003,81.64594590245827,0.0
150,seam:1,o1,3.024251212560628,81.64595054324889,0.0
150,seam:1,o1,3.024501225061253,81.6459551844315,0.0
150,seam:1,o1,3.0247512375618784,81.64595982600616,0.0
150,seam:1,o1,3.025001250062503,81.64596446797283,0.0
150,seam:1,o1,3.025251262563128,81.6459691103315,0.0
