lead_length_um,physical_mode,terminal_label,frequency_ghz,zpi_real_ohm,zpi_imag_ohm
100,seam:1,o1,3.0,66.15804414666574,0.0
100,seam:1,o1,3.0002500125006253,66.15803753596235,0.0
100,seam:1,o1,3.00050002500125,66.15803092471107,0.0
100,seam:1,o1,3.000750037501875,66.15802431291189,0.0
100,seam:1,o1,3.0010000500025003,66.15801770056481,0.0
100,seam:1,o1,3.001250062503125,66.15801108766983,0.0
100,seam:1,o1,3.0015000750037504,66.15800447422694,0.0
100,seam:1,o1,3.0017500875043748,66.15799786023615,0.0
100,seam:1,o1,3.002000100005,66.15799124569747,0.0
100,seam:1,o1,3.0022501125056253,66.1579846306109,0.0
100,seam:1,o1,3.00250012500625,66.15797801497642,0.0
100,seam:1,o1,3.0027501375068755,66.15797139879406,0.0
100,seam:1,o1,3.0030001500075003,66.1579647820638,0.0
100,seam:1,o1,3.003250162508125,66.15795816478564,0.0
100,seam:1,o1,3.0035001750087504,66.1579515469596,0.0
100,seam:1,o1,3.0037501875093757,66.15794492858565,0.0
100,seam:1,o1,3.0040002000100006,66.15793830966382,0.0
100,seam:1,o1,3.0042502125106254,66.15793169019409,0.0
100,seam:1,o1,3.0045002250112507,66.15792507017647,0.0
100,seam:1,o1,3.0047502375118755,66.15791844961099,0.0
100,seam:1,o1,3.005000250012501,66.15791182849759,0.0
100,seam:1,o1,3.005250262513125,66.15790520683632,0.0
100,seam:1,o1,3.0055002750137505,66.15789858462716,0.0
100,seam:1,o1,3.005750287514376,66.15789196187012,0.0
100,seam:1,o1,3.0060003000150006,66.15788533856518,0.0
100,seam:1,o1,3.006250312515626,66.15787871471237,0.0
100,seam:1,o1,3.0065003250162508,66.15787209031167,0.0
100,seam:1,o1,3.0067503375168756,66.1578654653631,0.0
100,seam:1,o1,3.007000350017501,66.15785883986663,0.0
100,seam:1,o1,3.007250362518126,66.1578522138223,0.0
100,seam:1,o1,3.007500375018751,66.15784558723009,0.0
100,seam:1,o1,3.007750387519376,66.15783896008999,0.0
100,seam:1,o1,3.008000400020001,66.15783233240201,0.0
100,seam:1,o1,3.008250412520626,66.15782570416616,0.0
100,seam:1,o1,3.0085004250212513,66.15781907538243,0.0
100,seam:1,o1,3.0087504375218757,66.15781244605083,0.0
100,seam:1,o1,3.009000450022501,66.15780581617135,0.0
100,seam:1,o1,3.0092504625231262,66.157799185744,0.0
100,seam:1,o1,3.009500475023751,66.15779255476878,0.0
100,seam:1,o1,3.0097504875243764,66.15778592324568,0.0
100,seam:1,o1,3.010000500025001,66.1577792911747,0.0
100,seam:1,o1,3.010250512525626,66.15777265855588,0.0
100,seam:1,o1,3.0105005250262513,66.15776602538918,0.0
100,seam:1,o1,3.0107505375268766,66.1577593916746,0.0
100,seam:1,o1,3.0110005500275014,66.15775275741215,0.0
100,seam:1,o1,3.0112505625281263,66.15774612260185,0.0
100,seam:1,o1,3.0115005750287516,66.15773948724369,0.0
100,seam:1,o1,3.0117505875293764,66.15773285133764,0.0
100,seam:1,o1,3.0120006000300017,66.15772621488374,0.0
100,seam:1,o1,3.012250612530626,66.15771957788198,0.0
100,seam:1,o1,3.0125006250312514,66.15771294033235,0.0
100,seam:1,o1,3.0127506375318767,66.15770630223486,0.0
100,seam:1,o1,3.0130006500325015,66.1576996635895,0.0
100,seam:1,o1,3.013250662533127,66.1576930243963,0.0
100,seam:1,o1,3.0135006750337516,66.15768638465522,0.0
100,seam:1,o1,3.0137506875343765,66.15767974436629,0.0
100,seam:1,o1,3.0140007000350018,66.15767310352952,0.0
100,seam:1,o1,3.014250712535627,66.15766646214487,0.0
100,seam:1,o1,3.014500725036252,66.15765982021237,0.0
100,seam:1,o1,3.0147507375368767,66.15765317773202,0.0
100,seam:1,o1,3.015000750037502,66.1576465347038,0.0
100,seam:1,o1,3.015250762538127,66.15763989112776,0.0
100,seam:1,o1,3.015500775038752,66.15763324700383,0.0
100,seam:1,o1,3.0157507875393765,66.15762660233207,0.0
100,seam:1,o1,3.016000800040002,66.15761995711247,0.0
100,seam:1,o1,3.016250812540627,66.157613311345,0.0
100,seam:1,o1,3.016500825041252,66.15760666502968,0.0
100,seam:1,o1,3.0167508375418772,66.15760001816652,0.0
100,seam:1,o1,3.017000850042502,66.1575933707555,0.0
100,seam:1,o1,3.017250862543127,66.15758672279665,0.0
100,seam:1,o1,3.017500875043752,66.15758007428994,0.0
100,seam:1,o1,3.0177508875443775,66.15757342523541,0.0
100,seam:1,o1,3.0180009000450023,66.15756677563303,0.0
100,seam:1,o1,3.018250912545627,66.15756012548279,0.0
100,seam:1,o1,3.0185009250462524,66.15755347478472,0.0
100,seam:1,o1,3.0187509375468773,66.15754682353881,0.0
100,seam:1,o1,3.0190009500475026,66.15754017174504,0.0
100,seam:1,o1,3.019250962548127,66.15753351940343,0.0
