ground_width_um,frequency_ghz,S11_abs,S21_abs,Re(PortZo_o1),Im(PortZo_o1),Re(Gamma_o1),Im(Gamma_o1),beta_o1,Re(PortZo_o2),Im(PortZo_o2),Re(Gamma_o2),Im(Gamma_o2),beta_o2
160.0,3.0,0.00907332663255651,0.999958836522948,52.10373827772582,0.0,0.0,0.0,0.0,53.03429442527078,0.0,0.0,0.0,0.0
160.0,3.00025001250063,0.00907333072706487,0.999958836485795,52.103738271061864,0.0,0.0,0.0,0.0,53.03429441914304,0.0,0.0,0.0,0.0
160.0,3.00050002500125,0.0090733348219106,0.9999588364486391,52.10373826439736,0.0,0.0,0.0,0.0,53.034294413014784,0.0,0.0,0.0,0.0
160.0,3.00075003750187,0.00907333891709371,0.9999588364114799,52.103738257732346,0.0,0.0,0.0,0.0,53.034294406886026,0.0,0.0,0.0,0.0
160.0,3.0010000500024994,0.0090733430126142,0.999958836374318,52.1037382510668,0.0,0.0,0.0,0.0,53.034294400756764,0.0,0.0,0.0,0.0
160.0,3.00125006250313,0.00907334710847208,0.999958836337153,52.10373824440071,0.0,0.0,0.0,0.0,53.03429439462699,0.0,0.0,0.0,0.0
160.0,3.00150007500375,0.00907335120466736,0.999958836299984,52.103738237734106,0.0,0.0,0.0,0.0,53.03429438849672,0.0,0.0,0.0,0.0
160.0,3.00175008750437,0.00907335530120005,0.999958836262813,52.10373823106698,0.0,0.0,0.0,0.0,53.03429438236593,0.0,0.0,0.0,0.0
160.0,3.002000100005,0.00907335939807016,0.999958836225639,52.1037382243993,0.0,0.0,0.0,0.0,53.034294376234655,0.0,0.0,0.0,0.0
160.0,3.0022501125056302,0.0090733634952777,0.999958836188461,52.1037382177311,0.0,0.0,0.0,0.0,53.03429437010286,0.0,0.0,0.0,0.0
160.0,3.00250012500625,0.00907336759282266,0.999958836151281,52.10373821106238,0.0,0.0,0.0,0.0,53.03429436397057,0.0,0.0,0.0,0.0
160.0,3.00275013750688,0.00907337169070508,0.999958836114097,52.103738204393125,0.0,0.0,0.0,0.0,53.03429435783777,0.0,0.0,0.0,0.0
160.0,3.0030001500075,0.00907337578892495,0.99995883607691,52.10373819772334,0.0,0.0,0.0,0.0,53.03429435170447,0.0,0.0,0.0,0.0
160.0,3.00325016250813,0.009073379887482268,0.999958836039721,52.103738191053026,0.0,0.0,0.0,0.0,53.03429434557066,0.0,0.0,0.0,0.0
160.0,3.00350017500875,0.00907338398637706,0.9999588360025279,52.10373818438219,0.0,0.0,0.0,0.0,53.034294339436336,0.0,0.0,0.0,0.0
160.0,3.00375018750938,0.00907338808560932,0.9999588359653321,52.10373817771081,0.0,0.0,0.0,0.0,53.034294333301524,0.0,0.0,0.0,0.0
160.0,3.00400020001,0.00907339218517907,0.999958835928133,52.103738171038906,0.0,0.0,0.0,0.0,53.0342943271662,0.0,0.0,0.0,0.0
160.0,3.00425021251063,0.00907339628508631,0.999958835890931,52.10373816436649,0.0,0.0,0.0,0.0,53.03429432103036,0.0,0.0,0.0,0.0
160.0,3.00450022501125,0.00907340038533105,0.999958835853726,52.10373815769353,0.0,0.0,0.0,0.0,53.03429431489403,0.0,0.0,0.0,0.0
160.0,3.00475023751188,0.00907340448591329,0.999958835816518,52.10373815102004,0.0,0.0,0.0,0.0,53.03429430875719,0.0,0.0,0.0,0.0
160.0,3.0050002500125,0.00907340858683305,0.999958835779307,52.103738144346025,0.0,0.0,0.0,0.0,53.03429430261984,0.0,0.0,0.0,0.0
160.0,3.00525026251313,0.00907341268809033,0.9999588357420919,52.10373813767147,0.0,0.0,0.0,0.0,53.03429429648199,0.0,0.0,0.0,0.0
160.0,3.00550027501375,0.00907341678968513,0.9999588357048751,52.103738130996405,0.0,0.0,0.0,0.0,53.03429429034363,0.0,0.0,0.0,0.0
160.0,3.00575028751438,0.00907342089161748,0.999958835667655,52.103738124320806,0.0,0.0,0.0,0.0,53.034294284204776,0.0,0.0,0.0,0.0
160.0,3.006000300015,0.009073424993887372,0.999958835630431,52.103738117644674,0.0,0.0,0.0,0.0,53.03429427806541,0.0,0.0,0.0,0.0
160.0,3.00625031251563,0.009073429096494808,0.999958835593204,52.103738110968024,0.0,0.0,0.0,0.0,53.03429427192553,0.0,0.0,0.0,0.0
160.0,3.00650032501625,0.0090734331994398,0.999958835555975,52.10373810429082,0.0,0.0,0.0,0.0,53.034294265785164,0.0,0.0,0.0,0.0
160.0,3.00675033751688,0.00907343730272237,0.9999588355187419,52.1037380976131,0.0,0.0,0.0,0.0,53.03429425964428,0.0,0.0,0.0,0.0
160.0,3.0070003500175,0.0090734414063425,0.999958835481506,52.10373809093486,0.0,0.0,0.0,0.0,53.03429425350289,0.0,0.0,0.0,0.0
160.0,3.00725036251813,0.00907344551030022,0.999958835444267,52.10373808425609,0.0,0.0,0.0,0.0,53.03429424736099,0.0,0.0,0.0,0.0
160.0,3.00750037501875,0.00907344961459552,0.999958835407025,52.103738077576786,0.0,0.0,0.0,0.0,53.034294241218596,0.0,0.0,0.0,0.0
160.0,3.0077503875193794,0.00907345371922842,0.99995883536978,52.103738070896966,0.0,0.0,0.0,0.0,53.0342942350757,0.0,0.0,0.0,0.0
160.0,3.00800040002,0.009073457824198917,0.999958835332532,52.10373806421661,0.0,0.0,0.0,0.0,53.03429422893229,0.0,0.0,0.0,0.0
160.0,3.00825041252063,0.00907346192950702,0.999958835295281,52.10373805753572,0.0,0.0,0.0,0.0,53.03429422278837,0.0,0.0,0.0,0.0
160.0,3.00850042502125,0.00907346603515274,0.999958835258026,52.1037380508543,0.0,0.0,0.0,0.0,53.034294216643964,0.0,0.0,0.0,0.0
160.0,3.00875043752188,0.00907347014113608,0.9999588352207689,52.10373804417237,0.0,0.0,0.0,0.0,53.034294210499034,0.0,0.0,0.0,0.0
160.0,3.0090004500225,0.009073474247457042,0.9999588351835089,52.10373803748989,0.0,0.0,0.0,0.0,53.03429420435361,0.0,0.0,0.0,0.0
160.0,3.00925046252313,0.00907347835411564,0.999958835146245,52.10373803080689,0.0,0.0,0.0,0.0,53.034294198207675,0.0,0.0,0.0,0.0
160.0,3.00950047502375,0.00907348246111188,0.999958835108979,52.103738024123366,0.0,0.0,0.0,0.0,53.03429419206124,0.0,0.0,0.0,0.0
160.0,3.00975048752438,0.00907348656844577,0.9999588350717089,52.10373801743932,0.0,0.0,0.0,0.0,53.03429418591429,0.0,0.0,0.0,0.0
160.0,3.0100005000250003,0.00907349067611731,0.9999588350344362,52.10373801075473,0.0,0.0,0.0,0.0,53.03429417976685,0.0,0.0,0.0,0.0
160.0,3.01025051252563,0.00907349478412651,0.99995883499716,52.10373800406962,0.0,0.0,0.0,0.0,53.03429417361889,0.0,0.0,0.0,0.0
160.0,3.01050052502625,0.00907349889247338,0.9999588349598811,52.10373799738397,0.0,0.0,0.0,0.0,53.03429416747043,0.0,0.0,0.0,0.0
160.0,3.01075053752688,0.00907350300115791,0.9999588349226001,52.10373799069781,0.0,0.0,0.0,0.0,53.03429416132147,0.0,0.0,0.0,0.0
160.0,3.0110005500275,0.00907350711018013,0.999958834885315,52.10373798401111,0.0,0.0,0.0,0.0,53.034294155172,0.0,0.0,0.0,0.0
