ground_width_um,frequency_ghz,abs_St_o1_o1,abs_St_o2_o2,abs_St_o2_o1,abs_St_o1_o2,Re(Zpi_o1),Im(Zpi_o1),Re(Zpi_o2),Im(Zpi_o2),Re(Zpv_o1),Im(Zpv_o1),Re(Zpv_o2),Im(Zpv_o2),Re(Gamma_o1),Im(Gamma_o1),beta_o1,Re(Gamma_o2),Im(Gamma_o2),beta_o2
10.0,3.0,0.003385715827009,0.0033857158068657,0.999994268437144,0.999994268437144,49.4137611995111,0.0,49.97704713237997,0.0,45.59508103363318,0.0,45.30268711294018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.00025001250063,0.0033857436285297,0.0033857436083922,0.99999426834302,0.9999942683430189,49.4137611931882,0.0,49.97703581600798,0.0,45.59508103144125,0.0,45.3026870736811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.00050002500125,0.0033857714321219,0.0033857714119902,0.9999942682488868,0.9999942682488868,49.413761186864654,0.0,49.97702383798799,0.0,45.59508102924915,0.0,45.30268703441877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.00075003750187,0.0033857992377855,0.0033857992176596,0.999994268154747,0.999994268154747,49.4137611805405,0.0,49.97701113750739,0.0,45.595081027056864,0.0,45.30268699515319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.0010000500025,0.0033858270455205,0.0033858270254004,0.9999942680606,0.999994268060599,49.4137611742157,0.0,49.97699764606543,0.0,45.59508102486439,0.0,45.30268695588436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.00125006250313,0.0033858548553269,0.0033858548352125,0.999994267966444,0.999994267966444,49.41376116789029,0.0,49.97698328621853,0.0,45.59508102267175,0.0,45.30268691661226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.00150007500375,0.0033858826672045,0.0033858826470959,0.999994267872281,0.999994267872281,49.413761161564246,0.0,49.9769679700718,0.0,45.59508102047891,0.0,45.302686877336924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.00175008750437,0.0033859104811533,0.0033859104610505,0.99999426777811,0.999994267778109,49.41376115523758,0.0,49.9769515974543,0.0,45.59508101828588,0.0,45.30268683805832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.002000100005,0.0033859382971733,0.0033859382770763,0.9999942676839308,0.9999942676839308,49.41376114891028,0.0,49.976934053698365,0.0,45.59508101609268,0.0,45.302686798776456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.0022501125056302,0.0033859661152645,0.0033859660951732,0.999994267589744,0.999994267589744,49.413761142582366,0.0,49.97691520691868,0.0,45.595081013899296,0.0,45.30268675949136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.00250012500625,0.0033859939354267,0.0033859939153412,0.99999426749555,0.999994267495549,49.41376113625381,0.0,49.97689490465469,0.0,45.59508101170573,0.0,45.30268672020299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.00275013750688,0.0033860217576598,0.0033860217375802,0.999994267401348,0.999994267401347,49.41376112992463,0.0,49.97687296969529,0.0,45.59508100951197,0.0,45.30268668091138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.0030001500075,0.003386049581964,0.0033860495618901,0.999994267307138,0.999994267307137,49.41376112359483,0.0,49.97684919484392,0.0,45.59508100731804,0.0,45.3026866416165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.00325016250813,0.003386077408339,0.0033860773882709,0.99999426721292,0.99999426721292,49.4137611172644,0.0,49.976823336296114,0.0,45.59508100512392,0.0,45.30268660231837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,3.00350017500875,0.0033861052367849,0.0033861052167225,0.999994267118694,0.999994267118694,49.41376111093334,0.0,49.97679510518108,0.0,45.595081002929625,0.0,45.30268656301698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
