ground_width_um,frequency_ghz,abs_St_o1_o1,abs_St_o2_o2,abs_St_o2_o1,abs_St_o1_o2,Re(Zpi_o1),Im(Zpi_o1),Re(Zpi_o2),Im(Zpi_o2),Re(Zpv_o1),Im(Zpv_o1),Re(Zpv_o2),Im(Zpv_o2),Re(Gamma_o1),Im(Gamma_o1),beta_o1,Re(Gamma_o2),Im(Gamma_o2),beta_o2
20.0,3.00250012500625,0.0018969860871907,0.0018969860805632,0.999998200716284,0.999998200716284,51.039892020820055,0.0,51.46639309774426,0.0,46.84594615208383,0.0,46.696884747149845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00275013750688,0.0018970328933906,0.0018970328867674,0.999998200627492,0.999998200627492,51.03988820844039,0.0,51.466393043831246,0.0,46.84594617274011,0.0,46.6968847231824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0030001500075,0.0018970797023016,0.0018970796956827,0.999998200538692,0.999998200538692,51.039884280738725,0.0,51.46639298991416,0.0,46.8459461933981,0.0,46.696884699212966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00325016250813,0.0018971265139238,0.0018971265073091,0.999998200449885,0.999998200449885,51.039880232248734,0.0,51.46639293599301,0.0,46.8459462140578,0.0,46.69688467524156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00350017500875,0.0018971733282567,0.0018971733216463,0.99999820036107,0.999998200361071,51.03987605715308,0.0,51.466392882067794,0.0,46.84594623471919,0.0,46.69688465126816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00375018750938,0.0018972201453002,0.0018972201386941,0.9999982002722492,0.999998200272249,51.03987174925469,0.0,51.46639282813851,0.0,46.8459462553823,0.0,46.696884627292775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00400020001,0.0018972669650541,0.0018972669584522,0.9999982001834192,0.99999820018342,51.03986730194532,0.0,51.46639277420515,0.0,46.84594627604712,0.0,46.69688460331541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00425021251063,0.0018973137875182,0.0018973137809206,0.999998200094583,0.9999982000945828,51.0398627081709,0.0,51.46639272026773,0.0,46.84594629671363,0.0,46.696884579336064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00450022501125,0.0018973606126923,0.0018973606060989,0.9999982000057392,0.99999820000574,51.03985796039324,0.0,51.46639266632626,0.0,46.84594631738186,0.0,46.69688455535472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00475023751188,0.0018974074405761,0.001897407433987,0.999998199916889,0.999998199916889,51.03985305054775,0.0,51.466392612380695,0.0,46.84594633805179,0.0,46.6968845313714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0050002500125,0.0018974542711695,0.0018974542645846,0.9999981998280298,0.999998199828031,51.03984796999679,0.0,51.46639255843108,0.0,46.84594635872343,0.0,46.696884507386095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00525026251313,0.0018975011044723,0.0018975010978916,0.999998199739165,0.999998199739165,51.03984270947775,0.0,51.4663925044774,0.0,46.84594637939677,0.0,46.6968844833988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00550027501375,0.0018975479404841,0.0018975479339077,0.999998199650292,0.999998199650292,51.03983725904551,0.0,51.46639245051965,0.0,46.84594640007182,0.0,46.69688445940953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00575028751438,0.001897594779205,0.0018975947726328,0.999998199561411,0.999998199561411,51.03983160800838,0.0,51.46639239655784,0.0,46.84594642074858,0.0,46.69688443541827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.006000300015,0.0018976416206345,0.0018976416140666,0.999998199472523,0.999998199472524,51.039825744856735,0.0,51.46639234259196,0.0,46.845946441427046,0.0,46.69688441142503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00625031251563,0.0018976884647726,0.0018976884582089,0.999998199383628,0.999998199383629,51.039819657183294,0.0,51.46639228862202,0.0,46.84594646210722,0.0,46.696884387429805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00650032501625,0.0018977353116189,0.0018977353050595,0.999998199294726,0.999998199294726,51.0398133315938,0.0,51.46639223464802,0.0,46.84594648278909,0.0,46.69688436343259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00675033751688,0.0018977821611734,0.0018977821546182,0.999998199205816,0.999998199205817,51.03980675360694,0.0,51.46639218066995,0.0,46.84594650347267,0.0,46.69688433943339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0070003500175,0.0018978290134358,0.0018978290068848,0.999998199116899,0.9999981991169,51.03979990754176,0.0,51.4663921266878,0.0,46.84594652415795,0.0,46.69688431543221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00725036251813,0.0018978758684058,0.0018978758618591,0.999998199027975,0.999998199027975,51.03979277639083,0.0,51.46639207270161,0.0,46.84594654484495,0.0,46.69688429142905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00750037501875,0.0018979227260833,0.0018979227195408,0.9999981989390428,0.9999981989390438,51.03978534167691,0.0,51.46639201871134,0.0,46.84594656553365,0.0,46.69688426742389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0077503875193794,0.0018979695864681,0.0018979695799299,0.999998198850104,0.999998198850105,51.03977758329076,0.0,51.46639196471702,0.0,46.84594658622405,0.0,46.696884243416754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00800040002,0.00189801644956,0.0018980164430259,0.999998198761158,0.999998198761158,51.03976947930676,0.0,51.46639191071862,0.0,46.845946606916165,0.0,46.69688421940763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00825041252063,0.0018980633153587,0.0018980633088289,0.999998198672204,0.999998198672205,51.0397610057732,0.0,51.46639185671616,0.0,46.84594662760998,0.0,46.696884195396535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00850042502125,0.001898110183864,0.0018981101773384,0.9999981985832432,0.999998198583244,51.03975213647266,0.0,51.46639180270965,0.0,46.84594664830551,0.0,46.69688417138344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00875043752188,0.0018981570550758,0.0018981570485544,0.9999981984942752,0.9999981984942752,51.039742842647605,0.0,51.46639174869907,0.0,46.84594666900274,0.0,46.696884147368365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0090004500225,0.0018982039289938,0.0018982039224766,0.999998198405299,0.9999981984053,51.03973309268517,0.0,51.46639169468442,0.0,46.84594668970167,0.0,46.69688412335131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00925046252313,0.0018982508056178,0.0018982507991049,0.999998198316316,0.999998198316317,51.03972285175371,0.0,51.46639164066571,0.0,46.84594671040232,0.0,46.69688409933226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00950047502375,0.0018982976849476,0.0018982976784389,0.999998198227326,0.999998198227326,51.03971208138244,0.0,51.466391586642935,0.0,46.84594673110467,0.0,46.69688407531123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.00975048752438,0.0018983445669831,0.0018983445604786,0.999998198138328,0.999998198138329,51.03970073897348,0.0,51.46639153261612,0.0,46.84594675180872,0.0,46.69688405128822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0100005000250003,0.0018983914517239,0.0018983914452236,0.999998198049323,0.999998198049324,51.039688777233074,0.0,51.46639147858521,0.0,46.84594677251447,0.0,46.69688402726322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01025051252563,0.0018984383391699,0.0018984383326738,0.999998197960311,0.9999981979603112,51.03967614350628,0.0,51.46639142455026,0.0,46.84594679322194,0.0,46.69688400323624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01050052502625,0.0018984852293209,0.001898485222829,0.999998197871291,0.999998197871292,51.03966277899502,0.0,51.46639137051123,0.0,46.84594681393112,0.0,46.69688397920728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01075053752688,0.0018985321221766,0.0018985321156889,0.999998197782264,0.999998197782265,51.03964861783541,0.0,51.46639131646816,0.0,46.84594683464199,0.0,46.696883955176325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0110005500275,0.0018985790177369,0.0018985790112535,0.99999819769323,0.99999819769323,51.03963358600342,0.0,51.466391262421006,0.0,46.845946855354576,0.0,46.6968839311434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01125056252813,0.0018986259160016,0.0018986259095223,0.999998197604188,0.999998197604189,51.03961760001074,0.0,51.46639120836981,0.0,46.84594687606886,0.0,46.696883907108464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01150057502875,0.0018986728169704,0.0018986728104953,0.999998197515139,0.999998197515139,51.039600565342326,0.0,51.466391154314536,0.0,46.84594689678486,0.0,46.69688388307157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01175058752938,0.0018987197206431,0.0018987197141723,0.999998197426083,0.999998197426083,51.03958237457376,0.0,51.466391100255215,0.0,46.845946917502566,0.0,46.69688385903268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01200060003,0.0018987666270196,0.0018987666205529,0.999998197337019,0.9999981973370192,51.03956290508926,0.0,51.46639104619183,0.0,46.84594693822198,0.0,46.69688383499181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01225061253063,0.0018988135360995,0.0018988135296371,0.999998197247948,0.999998197247949,51.03954201629804,0.0,51.46639099212437,0.0,46.84594695894309,0.0,46.69688381094896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01250062503125,0.0018988604478828,0.0018988604414246,0.99999819715887,0.99999819715887,51.039519546214976,0.0,51.46639093805286,0.0,46.84594697966591,0.0,46.69688378690411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01275063753188,0.0018989073623692,0.0018989073559152,0.999998197069784,0.999998197069784,51.03949530723021,0.0,51.4663908839773,0.0,46.84594700039043,0.0,46.69688376285728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0130006500325,0.0018989542795585,0.0018989542731087,0.999998196980691,0.999998196980692,51.039469080833456,0.0,51.46639082989767,0.0,46.84594702111667,0.0,46.69688373880847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01325066253313,0.0018990011994505,0.0018990011930048,0.9999981968915912,0.999998196891591,51.0394406109789,0.0,51.46639077581398,0.0,46.8459470418446,0.0,46.69688371475767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01350067503375,0.0018990481220449,0.0018990481156035,0.999998196802483,0.999998196802484,51.0394095956638,0.0,51.46639072172622,0.0,46.84594706257425,0.0,46.69688369070489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01375068753438,0.0018990950473417,0.0018990950409044,0.999998196713369,0.999998196713369,51.039375676133226,0.0,51.46639066763441,0.0,46.8459470833056,0.0,46.69688366665013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.014000700035,0.0018991419753405,0.0018991419689074,0.999998196624246,0.999998196624246,51.039338422891845,0.0,51.466390613538536,0.0,46.84594710403866,0.0,46.69688364259338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01425071253563,0.0018991889060411,0.0018991888996122,0.999998196535116,0.999998196535117,51.0392973173638,0.0,51.466390559438615,0.0,46.84594712477342,0.0,46.69688361853465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01450072503625,0.0018992358394434,0.0018992358330187,0.999998196445979,0.99999819644598,51.0392517275348,0.0,51.466390505334616,0.0,46.84594714550989,0.0,46.69688359447392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01475073753688,0.0018992827755471,0.0018992827691266,0.999998196356835,0.999998196356836,51.0392008751393,0.0,51.46639045122657,0.0,46.84594716624806,0.0,46.69688357041122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0150007500375,0.0018993297143521,0.0018993297079357,0.999998196267683,0.999998196267684,51.03914379075884,0.0,51.46639039711446,0.0,46.84594718698794,0.0,46.69688354634653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01525076253813,0.0018993766558581,0.0018993766494459,0.999998196178524,0.999998196178525,51.03907925129543,0.0,51.466390342998295,0.0,46.84594720772953,0.0,46.69688352227986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01550077503875,0.0018994236000649,0.0018994235936569,0.999998196089358,0.999998196089358,51.03900569118359,0.0,51.46639028887808,0.0,46.84594722847282,0.0,46.69688349821121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01575078753938,0.0018994705469723,0.0018994705405684,0.999998196000184,0.999998196000185,51.03892107350492,0.0,51.46639023475379,0.0,46.845947249217815,0.0,46.69688347414056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01600080004,0.0018995174965801,0.0018995174901804,0.9999981959110033,0.999998195911004,51.03882269815833,0.0,51.466390180625446,0.0,46.84594726996452,0.0,46.696883450067936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01625081254063,0.001899564448888,0.0018995644424926,0.999998195821815,0.999998195821816,51.03870690804497,0.0,51.466390126493046,0.0,46.845947290712935,0.0,46.69688342599333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01650082504125,0.001899611403896,0.0018996113975047,0.99999819573262,0.99999819573262,51.03856862386114,0.0,51.4663900723566,0.0,46.84594731146305,0.0,46.69688340191673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0167508375418803,0.0018996583616038,0.0018996583552166,0.999998195643417,0.999998195643417,51.03840057829569,0.0,51.46639001821608,0.0,46.84594733221487,0.0,46.69688337783816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0170008500425,0.0018997053220111,0.0018997053156281,0.999998195554206,0.999998195554207,51.03819199568101,0.0,51.4663899640715,0.0,46.8459473529684,0.0,46.69688335375759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01725086254313,0.0018997522851177,0.0018997522787389,0.999998195464989,0.999998195464989,51.03792618429777,0.0,51.46638990992288,0.0,46.84594737372363,0.0,46.69688332967504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01750087504375,0.0018997992509235,0.0018997992445489,0.999998195375764,0.999998195375764,51.03757583042589,0.0,51.46638985577018,0.0,46.845947394480575,0.0,46.69688330559051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01775088754438,0.0018998462194283,0.0018998462130578,0.999998195286531,0.999998195286532,51.037092950508665,0.0,51.46638980161343,0.0,46.84594741523922,0.0,46.69688328150399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.018000900045,0.0018998931906318,0.0018998931842655,0.999998195197292,0.999998195197292,51.036384776351305,0.0,51.46638974745264,0.0,46.84594743599958,0.0,46.696883257415486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01825091254563,0.0018999401645338,0.0018999401581716,0.999998195108045,0.999998195108045,51.03524560461407,0.0,51.46638969328776,0.0,46.84594745676164,0.0,46.69688323332501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01850092504625,0.0018999871411341,0.0018999871347761,0.999998195018791,0.999998195018791,51.03310975133496,0.0,51.46638963911886,0.0,46.8459474775254,0.0,46.69688320923254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01875093754688,0.0019000341204326,0.0019000341140787,0.999998194929529,0.999998194929529,51.027651628802026,0.0,51.46638958494588,0.0,46.84594749829086,0.0,46.69688318513808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0190009500475004,0.0019000811024289,0.0019000810960792,0.99999819484026,0.99999819484026,50.98398757103323,0.0,51.46638953076885,0.0,46.84594751905804,0.0,46.69688316104163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01925096254813,0.001900128087123,0.0019001280807774,0.999998194750984,0.999998194750984,51.06258281184604,0.0,51.46638947658777,0.0,46.84594753982692,0.0,46.696883136943214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01950097504875,0.0019001750745145,0.0019001750681731,0.9999981946617,0.9999981946617,51.04948340563584,0.0,51.46638942240263,0.0,46.84594756059751,0.0,46.696883112842805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.01975098754938,0.0019002220646033,0.0019002220582661,0.999998194572409,0.99999819457241,51.04603612035877,0.0,51.46638936821343,0.0,46.8459475813698,0.0,46.696883088740414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02000100005,0.0019002690573892,0.0019002690510561,0.999998194483111,0.9999981944831108,51.0444450090118,0.0,51.46638931402018,0.0,46.8459476021438,0.0,46.69688306463603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02025101255063,0.001900316052872,0.001900316046543,0.999998194393805,0.999998194393805,51.04352886962685,0.0,51.46638925982288,0.0,46.84594762291951,0.0,46.69688304052968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02050102505125,0.0019003630510514,0.0019003630447265,0.999998194304492,0.999998194304493,51.04293334182831,0.0,51.46638920562151,0.0,46.84594764369692,0.0,46.69688301642133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02075103755188,0.0019004100519272,0.0019004100456065,0.999998194215172,0.999998194215172,51.04251517359559,0.0,51.46638915141608,0.0,46.84594766447604,0.0,46.696882992311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0210010500525,0.0019004570554993,0.0019004570491828,0.999998194125844,0.999998194125844,51.04220539174777,0.0,51.46638909720662,0.0,46.84594768525686,0.0,46.696882968198686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02125106255313,0.0019005040617674,0.001900504055455,0.99999819403651,0.99999819403651,51.04196668293004,0.0,51.466389042993086,0.0,46.84594770603939,0.0,46.69688294408439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02150107505375,0.0019005510707314,0.0019005510644231,0.9999981939471672,0.999998193947167,51.04177709811236,0.0,51.4663889887755,0.0,46.84594772682362,0.0,46.6968829199681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02175108755438,0.0019005980823909,0.0019005980760868,0.999998193857818,0.999998193857818,51.0416228825705,0.0,51.46638893455388,0.0,46.84594774760957,0.0,46.69688289584983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.022001100055,0.0019006450967459,0.0019006450904459,0.999998193768461,0.999998193768461,51.041494978315725,0.0,51.466388880328175,0.0,46.84594776839721,0.0,46.69688287172959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02225111255563,0.001900692113796,0.0019006921075002,0.999998193679096,0.999998193679097,51.04138717706415,0.0,51.46638882609843,0.0,46.84594778918656,0.0,46.69688284760734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02250112505625,0.0019007391335412,0.0019007391272495,0.999998193589725,0.9999981935897247,51.041295081281405,0.0,51.46638877186464,0.0,46.84594780997763,0.0,46.69688282348312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02275113755688,0.0019007861559811,0.0019007861496935,0.999998193500346,0.999998193500346,51.04121548887952,0.0,51.46638871762678,0.0,46.84594783077039,0.0,46.69688279935691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0230011500575,0.0019008331811157,0.0019008331748322,0.99999819341096,0.99999819341096,51.04114601284757,0.0,51.46638866338488,0.0,46.84594785156486,0.0,46.69688277522873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02325116255813,0.0019008802089446,0.0019008802026652,0.999998193321566,0.999998193321566,51.041084837425096,0.0,51.46638860913891,0.0,46.84594787236103,0.0,46.69688275109855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02350117505875,0.0019009272394676,0.0019009272331924,0.999998193232165,0.999998193232165,51.04103055686217,0.0,51.466388554888894,0.0,46.84594789315892,0.0,46.69688272696639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02375118755938,0.0019009742726846,0.0019009742664135,0.999998193142757,0.999998193142757,51.04098206587444,0.0,51.46638850063484,0.0,46.84594791395851,0.0,46.69688270283225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02400120006,0.0019010213085954,0.0019010213023284,0.999998193053341,0.999998193053341,51.04093848343823,0.0,51.46638844637671,0.0,46.8459479347598,0.0,46.69688267869612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02425121256063,0.0019010683471997,0.0019010683409368,0.999998192963918,0.999998192963918,51.04089909865856,0.0,51.46638839211454,0.0,46.8459479555628,0.0,46.69688265455801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.024501225061249,0.0019011153884973,0.0019011153822385,0.999998192874488,0.999998192874488,51.04086333159479,0.0,51.46638833784832,0.0,46.84594797636751,0.0,46.69688263041791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02475123756188,0.001901162432488,0.0019011624262334,0.999998192785051,0.999998192785051,51.04083070443421,0.0,51.46638828357805,0.0,46.84594799717392,0.0,46.69688260627582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0250012500625,0.0019012094791717,0.0019012094729211,0.999998192695606,0.999998192695606,51.04080081995903,0.0,51.4663882293037,0.0,46.84594801798204,0.0,46.69688258213176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02525126256313,0.001901256528548,0.0019012565223016,0.999998192606153,0.999998192606154,51.04077334524104,0.0,51.46638817502532,0.0,46.84594803879186,0.0,46.69688255798572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02550127506375,0.0019013035806169,0.0019013035743746,0.999998192516694,0.999998192516694,51.04074799914089,0.0,51.46638812074289,0.0,46.84594805960338,0.0,46.69688253383767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0257512875643804,0.001901350635378,0.0019013506291399,0.9999981924272272,0.999998192427227,51.04072454261491,0.0,51.46638806645642,0.0,46.84594808041663,0.0,46.69688250968765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.026001300065,0.0019013976928313,0.0019013976865972,0.999998192337753,0.999998192337753,51.04070277112064,0.0,51.46638801216588,0.0,46.84594810123156,0.0,46.69688248553566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02625131256563,0.0019014447529764,0.0019014447467464,0.999998192248271,0.999998192248271,51.04068250860906,0.0,51.4663879578713,0.0,46.845948122048206,0.0,46.69688246138167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02650132506625,0.0019014918158132,0.0019014918095873,0.999998192158782,0.999998192158782,51.04066360273006,0.0,51.46638790357264,0.0,46.84594814286656,0.0,46.696882437225696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02675133756688,0.0019015388813415,0.0019015388751197,0.999998192069286,0.999998192069286,51.04064592097451,0.0,51.46638784926996,0.0,46.84594816368661,0.0,46.69688241306773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0270013500675,0.001901585949561,0.0019015859433432,0.999998191979782,0.9999981919797832,51.04062934754612,0.0,51.46638779496322,0.0,46.84594818450838,0.0,46.6968823889078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02725136256813,0.0019016330204715,0.0019016330142579,0.9999981918902708,0.999998191890272,51.04061378080708,0.0,51.46638774065243,0.0,46.84594820533186,0.0,46.69688236474587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02750137506875,0.0019016800940729,0.0019016800878634,0.999998191800753,0.9999981918007532,51.04059913117835,0.0,51.466387686337576,0.0,46.84594822615703,0.0,46.696882340581965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02775138756938,0.0019017271703649,0.0019017271641595,0.999998191711228,0.999998191711228,51.04058531940267,0.0,51.46638763201869,0.0,46.8459482469839,0.0,46.69688231641607,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02800140007,0.0019017742493473,0.001901774243146,0.999998191621695,0.999998191621695,51.04057227509971,0.0,51.46638757769574,0.0,46.845948267812496,0.0,46.69688229224819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02825141257063,0.00190182133102,0.0019018213248228,0.9999981915321547,0.9999981915321547,51.04055993555697,0.0,51.46638752336875,0.0,46.8459482886428,0.0,46.69688226807833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.02850142507125,0.0019018684153827,0.0019018684091895,0.999998191442607,0.999998191442607,51.04054824471327,0.0,51.46638746903771,0.0,46.84594830947479,0.0,46.69688224390649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
